Date,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-15 00:00:00-04:00,2024-03-15 00:00:00-04:00,869.2999877929688,895.4600219726562,862.5700073242188,878.3699951171875,64019300,0.0,0.0
